Slide,Bloc,Application,Etat
Slide 5 : VR Selfcare,F5,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 5 : VR Selfcare,F6,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 5 : VR Selfcare,F7,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 5 : VR Selfcare,F8,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 5 : VR Selfcare,G3,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 5 : VR Selfcare,G4,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 5 : VR Selfcare,G6,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 5 : VR Selfcare,GQ,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 5 : VR Selfcare,H4,New NOVA (K8S+AWS),Composant utilisé (Vert)
Slide 5 : VR Selfcare,HH,New NOVA (K8S+AWS),Composant utilisé (Vert)
Slide 5 : VR Selfcare,I5,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 5 : VR Selfcare,I9,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 5 : VR Selfcare,K7,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 5 : VR Selfcare,K9,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 5 : VR Selfcare,L8,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 5 : VR Selfcare,L9,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 5 : VR Selfcare,N6,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 5 : VR Selfcare,N8,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 5 : VR Selfcare,P4,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 5 : VR Selfcare,P5,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 5 : VR Selfcare,P6,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 5 : VR Selfcare,P7,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 5 : VR Selfcare,P8,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 5 : VR Selfcare,Q1,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 5 : VR Selfcare,T2,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 5 : VR Selfcare,T3,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 5 : VR Selfcare,W1,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 5 : VR Selfcare,W2,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 5 : VR Selfcare,W4,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 5 : VR Selfcare,OX,NOVA,Composant non exploité (Bleu)
Slide 5 : VR Selfcare,MX,NOVA,Composant non exploité (Bleu)
Slide 5 : VR Selfcare,SX,NOVA,Composant non exploité (Bleu)
Slide 5 : VR Selfcare,HX,NOVA,Composant non exploité (Bleu)
Slide 5 : VR Selfcare,HJ,NOVA,Composant non exploité (Bleu)
Slide 5 : VR Selfcare,RX,NOVA,Composant non exploité (Bleu)
Slide 5 : VR Selfcare,WP,NOVA,Composant non exploité (Bleu)
Slide 5 : VR Selfcare,FM,NOVA,Composant non exploité (Bleu)
Slide 5 : VR Selfcare,JF,NOVA,Composant non exploité (Bleu)
Slide 5 : VR Selfcare,GG,NOVA,Composant non exploité (Bleu)
Slide 5 : VR Selfcare,GH,NOVA,Composant non exploité (Bleu)
Slide 5 : VR Selfcare,CICS (LCL),MVS Z/OS (Ingenium),Composant utilisé (Vert)
Slide 5 : VR Selfcare,DB2 (LCL),MVS Z/OS (Ingenium),Composant utilisé (Vert)
Slide 5 : VR Selfcare,INVI/VC (LCL),MVS Z/OS (Ingenium),Composant utilisé (Vert)
Slide 5 : VR Selfcare,PE (LCL),MVS Z/OS (Ingenium),Composant utilisé (Vert)
Slide 5 : VR Selfcare,CICS (CA),MVS Z/OS (Ingenium),Composant utilisé (Vert)
Slide 5 : VR Selfcare,DB2 (CA),MVS Z/OS (Ingenium),Composant utilisé (Vert)
Slide 5 : VR Selfcare,INVI/VC (CA),MVS Z/OS (Ingenium),Composant utilisé (Vert)
Slide 5 : VR Selfcare,PE (CA),MVS Z/OS (Ingenium),Composant utilisé (Vert)
Slide 5 : VR Selfcare,Dét. Contrat natif MB,CA-TS,Composant utilisé (Vert)
Slide 5 : VR Selfcare,Microservices,CA-TS,Composant utilisé (Vert)
Slide 5 : VR Selfcare,BAM,CA-TS,Composant utilisé (Vert)
Slide 5 : VR Selfcare,NPC,CA-TS,Composant utilisé (Vert)
Slide 5 : VR Selfcare,SIG9,CA-TS,Composant utilisé (Vert)
Slide 5 : VR Selfcare,RAC,CA-TS,Composant utilisé (Vert)
Slide 5 : VR Selfcare,PDI9,CA-TS,Composant utilisé (Vert)
Slide 5 : VR Selfcare,Xconnect,CA-TS,Composant utilisé (Vert)
Slide 5 : VR Selfcare,BPM,CA-TS,Composant utilisé (Vert)
Slide 5 : VR Selfcare,SIMM,CA-TS,Composant utilisé (Vert)
Slide 5 : VR Selfcare,HUB,CA-TS,Composant utilisé (Vert)
Slide 5 : VR Selfcare,APX9,CA-TS,Composant utilisé (Vert)
Slide 5 : VR Selfcare,W5,Avanet,Composant non exploité (Bleu)
Slide 5 : VR Selfcare,AEDI,Avanet,Composant non exploité (Bleu)
Slide 5 : VR Selfcare,SVOD,Avanet,Composant non exploité (Bleu)
Slide 5 : VR Selfcare,PW,Avanet,Composant non exploité (Bleu)
Slide 5 : VR Selfcare,VS,SimulAssur,Composant non exploité (Bleu)
Slide 5 : VR Selfcare,SR,SimulAssur,Composant non exploité (Bleu)
Slide 5 : VR Selfcare,EP,SimulAssur,Composant non exploité (Bleu)
Slide 5 : VR Selfcare,J2,Plateforme Data (PFD),Composant non exploité (Bleu)
Slide 5 : VR Selfcare,J6,Plateforme Data (PFD),Composant non exploité (Bleu)
Slide 5 : VR Selfcare,J8,Plateforme Data (PFD),Composant non exploité (Bleu)
Slide 5 : VR Selfcare,MesComptes,LCL,Composant non exploité (Bleu)
Slide 5 : VR Selfcare,BEL,LCL,Composant non exploité (Bleu)
Slide 5 : VR Selfcare,Docapost,LCL,Composant non exploité (Bleu)
Slide 5 : VR Selfcare,BD,Prediweb 1,Composant non exploité (Bleu)
Slide 5 : VR Selfcare,SGR,Prediweb 1,Composant non exploité (Bleu)
Slide 5 : VR Selfcare,PY,Prediweb 2,Composant non exploité (Bleu)
Slide 5 : VR Selfcare,AJ,AIA V4 (Sinistres),Composant non exploité (Bleu)
Slide 5 : VR Selfcare,PWC2,ETL,Composant non exploité (Bleu)
Slide 5 : VR Selfcare,EBX,EBX,Composant non exploité (Bleu)
Slide 5 : VR Selfcare,VL,REFUC,Composant non exploité (Bleu)
Slide 5 : VR Selfcare,BX,BDOC,Composant non exploité (Bleu)
Slide 5 : VR Selfcare,ONDM,Editique,Composant non exploité (Bleu)
Slide 6 : 15C ADE Lot 1 : Adhésion Lemoine,APPE,New NOVA (K8S+AWS),Composant créé ou modifié (Orange - 26/05/26)
Slide 6 : 15C ADE Lot 1 : Adhésion Lemoine,CJNI,New NOVA (K8S+AWS),Composant créé ou modifié (Orange - 26/05/26)
Slide 6 : 15C ADE Lot 1 : Adhésion Lemoine,C8,New NOVA (K8S+AWS),Composant créé ou modifié (Orange - 26/05/26)
Slide 6 : 15C ADE Lot 1 : Adhésion Lemoine,D9,New NOVA (K8S+AWS),Composant créé ou modifié (Orange - 26/05/26)
Slide 6 : 15C ADE Lot 1 : Adhésion Lemoine,F3,New NOVA (K8S+AWS),Composant créé ou modifié (Orange - 26/05/26)
Slide 6 : 15C ADE Lot 1 : Adhésion Lemoine,F4,New NOVA (K8S+AWS),Composant créé ou modifié (Orange - 26/05/26)
Slide 6 : 15C ADE Lot 1 : Adhésion Lemoine,F5,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 6 : 15C ADE Lot 1 : Adhésion Lemoine,F6,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 6 : 15C ADE Lot 1 : Adhésion Lemoine,F7,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 6 : 15C ADE Lot 1 : Adhésion Lemoine,F8,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 6 : 15C ADE Lot 1 : Adhésion Lemoine,G3,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 6 : 15C ADE Lot 1 : Adhésion Lemoine,G4,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 6 : 15C ADE Lot 1 : Adhésion Lemoine,G6,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 6 : 15C ADE Lot 1 : Adhésion Lemoine,GQ,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 6 : 15C ADE Lot 1 : Adhésion Lemoine,H4,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 6 : 15C ADE Lot 1 : Adhésion Lemoine,HH,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 6 : 15C ADE Lot 1 : Adhésion Lemoine,I5,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 6 : 15C ADE Lot 1 : Adhésion Lemoine,I9,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 6 : 15C ADE Lot 1 : Adhésion Lemoine,K7,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 6 : 15C ADE Lot 1 : Adhésion Lemoine,K9,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 6 : 15C ADE Lot 1 : Adhésion Lemoine,L8,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 6 : 15C ADE Lot 1 : Adhésion Lemoine,L9,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 6 : 15C ADE Lot 1 : Adhésion Lemoine,N6,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 6 : 15C ADE Lot 1 : Adhésion Lemoine,N8,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 6 : 15C ADE Lot 1 : Adhésion Lemoine,P4,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 6 : 15C ADE Lot 1 : Adhésion Lemoine,P5,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 6 : 15C ADE Lot 1 : Adhésion Lemoine,P6,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 6 : 15C ADE Lot 1 : Adhésion Lemoine,P7,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 6 : 15C ADE Lot 1 : Adhésion Lemoine,P8,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 6 : 15C ADE Lot 1 : Adhésion Lemoine,Q1,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 6 : 15C ADE Lot 1 : Adhésion Lemoine,T2,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 6 : 15C ADE Lot 1 : Adhésion Lemoine,T3,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 6 : 15C ADE Lot 1 : Adhésion Lemoine,W1,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 6 : 15C ADE Lot 1 : Adhésion Lemoine,W2,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 6 : 15C ADE Lot 1 : Adhésion Lemoine,W4,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 6 : 15C ADE Lot 1 : Adhésion Lemoine,OX,NOVA,Composant non exploité (Bleu)
Slide 6 : 15C ADE Lot 1 : Adhésion Lemoine,MX,NOVA,Composant non exploité (Bleu)
Slide 6 : 15C ADE Lot 1 : Adhésion Lemoine,SX,NOVA,Composant non exploité (Bleu)
Slide 6 : 15C ADE Lot 1 : Adhésion Lemoine,HX,NOVA,Composant non exploité (Bleu)
Slide 6 : 15C ADE Lot 1 : Adhésion Lemoine,HJ,NOVA,Composant non exploité (Bleu)
Slide 6 : 15C ADE Lot 1 : Adhésion Lemoine,RX,NOVA,Composant non exploité (Bleu)
Slide 6 : 15C ADE Lot 1 : Adhésion Lemoine,WP,NOVA,Composant non exploité (Bleu)
Slide 6 : 15C ADE Lot 1 : Adhésion Lemoine,FM,NOVA,Composant non exploité (Bleu)
Slide 6 : 15C ADE Lot 1 : Adhésion Lemoine,JF,NOVA,Composant non exploité (Bleu)
Slide 6 : 15C ADE Lot 1 : Adhésion Lemoine,GG,NOVA,Composant non exploité (Bleu)
Slide 6 : 15C ADE Lot 1 : Adhésion Lemoine,GH,NOVA,Composant non exploité (Bleu)
Slide 6 : 15C ADE Lot 1 : Adhésion Lemoine,CICS (LCL),MVS Z/OS (Ingenium),Composant utilisé (Vert)
Slide 6 : 15C ADE Lot 1 : Adhésion Lemoine,DB2 (LCL),MVS Z/OS (Ingenium),Composant utilisé (Vert)
Slide 6 : 15C ADE Lot 1 : Adhésion Lemoine,INVI/VC (LCL),MVS Z/OS (Ingenium),Composant utilisé (Vert)
Slide 6 : 15C ADE Lot 1 : Adhésion Lemoine,PE (LCL),MVS Z/OS (Ingenium),Composant utilisé (Vert)
Slide 6 : 15C ADE Lot 1 : Adhésion Lemoine,CICS (CA),MVS Z/OS (Ingenium),Composant utilisé (Vert)
Slide 6 : 15C ADE Lot 1 : Adhésion Lemoine,DB2 (CA),MVS Z/OS (Ingenium),Composant utilisé (Vert)
Slide 6 : 15C ADE Lot 1 : Adhésion Lemoine,INVI/VC (CA),MVS Z/OS (Ingenium),Composant utilisé (Vert)
Slide 6 : 15C ADE Lot 1 : Adhésion Lemoine,PE (CA),MVS Z/OS (Ingenium),Composant utilisé (Vert)
Slide 6 : 15C ADE Lot 1 : Adhésion Lemoine,Dét. Contrat natif MB,CA-TS,Composant utilisé (Vert)
Slide 6 : 15C ADE Lot 1 : Adhésion Lemoine,Microservices,CA-TS,Composant utilisé (Vert)
Slide 6 : 15C ADE Lot 1 : Adhésion Lemoine,BAM,CA-TS,Composant utilisé (Vert)
Slide 6 : 15C ADE Lot 1 : Adhésion Lemoine,NPC,CA-TS,Composant utilisé (Vert)
Slide 6 : 15C ADE Lot 1 : Adhésion Lemoine,SIG9,CA-TS,Composant utilisé (Vert)
Slide 6 : 15C ADE Lot 1 : Adhésion Lemoine,RAC,CA-TS,Composant utilisé (Vert)
Slide 6 : 15C ADE Lot 1 : Adhésion Lemoine,PDI9,CA-TS,Composant utilisé (Vert)
Slide 6 : 15C ADE Lot 1 : Adhésion Lemoine,Xconnect,CA-TS,Composant utilisé (Vert)
Slide 6 : 15C ADE Lot 1 : Adhésion Lemoine,BPM,CA-TS,Composant utilisé (Vert)
Slide 6 : 15C ADE Lot 1 : Adhésion Lemoine,SIMM,CA-TS,Composant utilisé (Vert)
Slide 6 : 15C ADE Lot 1 : Adhésion Lemoine,HUB,CA-TS,Composant utilisé (Vert)
Slide 6 : 15C ADE Lot 1 : Adhésion Lemoine,APX9,CA-TS,Composant utilisé (Vert)
Slide 6 : 15C ADE Lot 1 : Adhésion Lemoine,W5,Avanet,Composant non exploité (Bleu)
Slide 6 : 15C ADE Lot 1 : Adhésion Lemoine,AEDI,Avanet,Composant non exploité (Bleu)
Slide 6 : 15C ADE Lot 1 : Adhésion Lemoine,SVOD,Avanet,Composant non exploité (Bleu)
Slide 6 : 15C ADE Lot 1 : Adhésion Lemoine,PW,Avanet,Composant non exploité (Bleu)
Slide 6 : 15C ADE Lot 1 : Adhésion Lemoine,VS,SimulAssur,Composant non exploité (Bleu)
Slide 6 : 15C ADE Lot 1 : Adhésion Lemoine,SR,SimulAssur,Composant non exploité (Bleu)
Slide 6 : 15C ADE Lot 1 : Adhésion Lemoine,EP,SimulAssur,Composant non exploité (Bleu)
Slide 6 : 15C ADE Lot 1 : Adhésion Lemoine,J2,Plateforme Data (PFD),Composant non exploité (Bleu)
Slide 6 : 15C ADE Lot 1 : Adhésion Lemoine,J6,Plateforme Data (PFD),Composant non exploité (Bleu)
Slide 6 : 15C ADE Lot 1 : Adhésion Lemoine,J8,Plateforme Data (PFD),Composant non exploité (Bleu)
Slide 6 : 15C ADE Lot 1 : Adhésion Lemoine,MesComptes,LCL,Composant non exploité (Bleu)
Slide 6 : 15C ADE Lot 1 : Adhésion Lemoine,BEL,LCL,Composant non exploité (Bleu)
Slide 6 : 15C ADE Lot 1 : Adhésion Lemoine,Docapost,LCL,Composant non exploité (Bleu)
Slide 6 : 15C ADE Lot 1 : Adhésion Lemoine,BD,Prediweb 1,Composant non exploité (Bleu)
Slide 6 : 15C ADE Lot 1 : Adhésion Lemoine,SGR,Prediweb 1,Composant non exploité (Bleu)
Slide 6 : 15C ADE Lot 1 : Adhésion Lemoine,PY,Prediweb 2,Composant non exploité (Bleu)
Slide 6 : 15C ADE Lot 1 : Adhésion Lemoine,AJ,AIA V4 (Sinistres),Composant non exploité (Bleu)
Slide 6 : 15C ADE Lot 1 : Adhésion Lemoine,PWC2,ETL,Composant non exploité (Bleu)
Slide 6 : 15C ADE Lot 1 : Adhésion Lemoine,EBX,EBX,Composant non exploité (Bleu)
Slide 6 : 15C ADE Lot 1 : Adhésion Lemoine,VL,REFUC,Composant non exploité (Bleu)
Slide 6 : 15C ADE Lot 1 : Adhésion Lemoine,BX,BDOC,Composant non exploité (Bleu)
Slide 6 : 15C ADE Lot 1 : Adhésion Lemoine,ONDM,Editique,Composant non exploité (Bleu)
Slide 7 : Parcours GOBS conseiller,APPE,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 7 : Parcours GOBS conseiller,CJNI,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 7 : Parcours GOBS conseiller,C8,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 7 : Parcours GOBS conseiller,D9,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 7 : Parcours GOBS conseiller,F3,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 7 : Parcours GOBS conseiller,F4,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 7 : Parcours GOBS conseiller,F5,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 7 : Parcours GOBS conseiller,F6,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 7 : Parcours GOBS conseiller,F7,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 7 : Parcours GOBS conseiller,F8,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 7 : Parcours GOBS conseiller,G3,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 7 : Parcours GOBS conseiller,G4,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 7 : Parcours GOBS conseiller,G6,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 7 : Parcours GOBS conseiller,GQ,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 7 : Parcours GOBS conseiller,H4,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 7 : Parcours GOBS conseiller,HH,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 7 : Parcours GOBS conseiller,I5,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 7 : Parcours GOBS conseiller,I9,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 7 : Parcours GOBS conseiller,K7,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 7 : Parcours GOBS conseiller,K9,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 7 : Parcours GOBS conseiller,L8,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 7 : Parcours GOBS conseiller,L9,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 7 : Parcours GOBS conseiller,N6,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 7 : Parcours GOBS conseiller,N8,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 7 : Parcours GOBS conseiller,P4,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 7 : Parcours GOBS conseiller,P5,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 7 : Parcours GOBS conseiller,P6,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 7 : Parcours GOBS conseiller,P7,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 7 : Parcours GOBS conseiller,P8,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 7 : Parcours GOBS conseiller,Q1,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 7 : Parcours GOBS conseiller,T2,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 7 : Parcours GOBS conseiller,T3,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 7 : Parcours GOBS conseiller,W1,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 7 : Parcours GOBS conseiller,W2,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 7 : Parcours GOBS conseiller,W4,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 7 : Parcours GOBS conseiller,OX,NOVA,Composant non exploité (Bleu)
Slide 7 : Parcours GOBS conseiller,MX,NOVA,Composant non exploité (Bleu)
Slide 7 : Parcours GOBS conseiller,SX,NOVA,Composant non exploité (Bleu)
Slide 7 : Parcours GOBS conseiller,HX,NOVA,Composant non exploité (Bleu)
Slide 7 : Parcours GOBS conseiller,HJ,NOVA,Composant non exploité (Bleu)
Slide 7 : Parcours GOBS conseiller,RX,NOVA,Composant non exploité (Bleu)
Slide 7 : Parcours GOBS conseiller,WP,NOVA,Composant non exploité (Bleu)
Slide 7 : Parcours GOBS conseiller,FM,NOVA,Composant non exploité (Bleu)
Slide 7 : Parcours GOBS conseiller,JF,NOVA,Composant non exploité (Bleu)
Slide 7 : Parcours GOBS conseiller,GG,NOVA,Composant non exploité (Bleu)
Slide 7 : Parcours GOBS conseiller,GH,NOVA,Composant non exploité (Bleu)
Slide 7 : Parcours GOBS conseiller,CICS (LCL),MVS Z/OS (Ingenium),Composant utilisé (Vert)
Slide 7 : Parcours GOBS conseiller,DB2 (LCL),MVS Z/OS (Ingenium),Composant utilisé (Vert)
Slide 7 : Parcours GOBS conseiller,INVI/VC (LCL),MVS Z/OS (Ingenium),Composant utilisé (Vert)
Slide 7 : Parcours GOBS conseiller,PE (LCL),MVS Z/OS (Ingenium),Composant utilisé (Vert)
Slide 7 : Parcours GOBS conseiller,CICS (CA),MVS Z/OS (Ingenium),Composant utilisé (Vert)
Slide 7 : Parcours GOBS conseiller,DB2 (CA),MVS Z/OS (Ingenium),Composant utilisé (Vert)
Slide 7 : Parcours GOBS conseiller,INVI/VC (CA),MVS Z/OS (Ingenium),Composant utilisé (Vert)
Slide 7 : Parcours GOBS conseiller,PE (CA),MVS Z/OS (Ingenium),Composant utilisé (Vert)
Slide 7 : Parcours GOBS conseiller,Dét. Contrat natif MB,CA-TS,Composant utilisé (Vert)
Slide 7 : Parcours GOBS conseiller,Microservices,CA-TS,Composant utilisé (Vert)
Slide 7 : Parcours GOBS conseiller,BAM,CA-TS,Composant utilisé (Vert)
Slide 7 : Parcours GOBS conseiller,NPC,CA-TS,Composant utilisé (Vert)
Slide 7 : Parcours GOBS conseiller,SIG9,CA-TS,Composant utilisé (Vert)
Slide 7 : Parcours GOBS conseiller,RAC,CA-TS,Composant utilisé (Vert)
Slide 7 : Parcours GOBS conseiller,PDI9,CA-TS,Composant utilisé (Vert)
Slide 7 : Parcours GOBS conseiller,Xconnect,CA-TS,Composant utilisé (Vert)
Slide 7 : Parcours GOBS conseiller,BPM,CA-TS,Composant utilisé (Vert)
Slide 7 : Parcours GOBS conseiller,SIMM,CA-TS,Composant utilisé (Vert)
Slide 7 : Parcours GOBS conseiller,HUB,CA-TS,Composant utilisé (Vert)
Slide 7 : Parcours GOBS conseiller,APX9,CA-TS,Composant utilisé (Vert)
Slide 7 : Parcours GOBS conseiller,W5,Avanet,Composant non exploité (Bleu)
Slide 7 : Parcours GOBS conseiller,AEDI,Avanet,Composant non exploité (Bleu)
Slide 7 : Parcours GOBS conseiller,SVOD,Avanet,Composant non exploité (Bleu)
Slide 7 : Parcours GOBS conseiller,PW,Avanet,Composant non exploité (Bleu)
Slide 7 : Parcours GOBS conseiller,VS,SimulAssur,Composant non exploité (Bleu)
Slide 7 : Parcours GOBS conseiller,SR,SimulAssur,Composant non exploité (Bleu)
Slide 7 : Parcours GOBS conseiller,EP,SimulAssur,Composant non exploité (Bleu)
Slide 7 : Parcours GOBS conseiller,J2,Plateforme Data (PFD),Composant non exploité (Bleu)
Slide 7 : Parcours GOBS conseiller,J6,Plateforme Data (PFD),Composant non exploité (Bleu)
Slide 7 : Parcours GOBS conseiller,J8,Plateforme Data (PFD),Composant non exploité (Bleu)
Slide 7 : Parcours GOBS conseiller,MesComptes,LCL,Composant non exploité (Bleu)
Slide 7 : Parcours GOBS conseiller,BEL,LCL,Composant non exploité (Bleu)
Slide 7 : Parcours GOBS conseiller,Docapost,LCL,Composant non exploité (Bleu)
Slide 7 : Parcours GOBS conseiller,BD,Prediweb 1,Composant non exploité (Bleu)
Slide 7 : Parcours GOBS conseiller,SGR,Prediweb 1,Composant non exploité (Bleu)
Slide 7 : Parcours GOBS conseiller,PY,Prediweb 2,Composant non exploité (Bleu)
Slide 7 : Parcours GOBS conseiller,AJ,AIA V4 (Sinistres),Composant non exploité (Bleu)
Slide 7 : Parcours GOBS conseiller,PWC2,ETL,Composant non exploité (Bleu)
Slide 7 : Parcours GOBS conseiller,EBX,EBX,Composant non exploité (Bleu)
Slide 7 : Parcours GOBS conseiller,VL,REFUC,Composant non exploité (Bleu)
Slide 7 : Parcours GOBS conseiller,BX,BDOC,Composant non exploité (Bleu)
Slide 7 : Parcours GOBS conseiller,ONDM,Editique,Composant non exploité (Bleu)
Slide 8 : Arbitrage - EGC,APPE,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 8 : Arbitrage - EGC,CJNI,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 8 : Arbitrage - EGC,C8,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 8 : Arbitrage - EGC,D9,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 8 : Arbitrage - EGC,F3,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 8 : Arbitrage - EGC,F4,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 8 : Arbitrage - EGC,F5,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 8 : Arbitrage - EGC,F6,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 8 : Arbitrage - EGC,F7,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 8 : Arbitrage - EGC,F8,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 8 : Arbitrage - EGC,G3,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 8 : Arbitrage - EGC,G4,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 8 : Arbitrage - EGC,G6,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 8 : Arbitrage - EGC,GQ,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 8 : Arbitrage - EGC,H4,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 8 : Arbitrage - EGC,HH,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 8 : Arbitrage - EGC,I5,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 8 : Arbitrage - EGC,I9,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 8 : Arbitrage - EGC,K7,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 8 : Arbitrage - EGC,K9,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 8 : Arbitrage - EGC,L8,New NOVA (K8S+AWS),Composant non exploité (Bleu)
