ID;CPR;Entité;Date_Creation;Date_Modification;Donnees_JSON
94e0d1fd-8d86-46af-8340-48a63aa94f75;Versement Libre Selfcare LCL (Lot V26.1);;2026-03-02T22:03:29.102722;2026-03-02T22:03:29.102722;""{}""
